e,norm,nbkg,flat,fbkg,nder,nsec
6330.1436,2.75E-03,2.75E-03,2.75E-03,2.75E-03,-1.98E-05,-1.46E-06
6335.9918,2.61E-03,2.61E-03,2.61E-03,2.61E-03,-3.05E-05,-1.18E-06
6342.0419,2.38E-03,2.38E-03,2.38E-03,2.38E-03,-3.39E-05,1.09E-06
6348.1119,2.20E-03,2.20E-03,2.20E-03,2.20E-03,-1.73E-05,5.68E-07
6354.0074,2.18E-03,2.18E-03,2.18E-03,2.18E-03,-2.71E-05,1.79E-07
6359.9076,1.88E-03,1.88E-03,1.88E-03,1.88E-03,-1.52E-05,1.16E-06
6365.9998,1.99E-03,1.99E-03,1.99E-03,1.99E-03,-1.32E-05,-2.21E-06
6372.1054,1.72E-03,1.72E-03,1.72E-03,1.72E-03,-4.22E-05,-1.12E-06
6378.2187,1.48E-03,1.48E-03,1.48E-03,1.48E-03,-2.69E-05,2.33E-06
6384.1503,1.40E-03,1.40E-03,1.40E-03,1.40E-03,-1.41E-05,8.37E-07
6390.1031,1.31E-03,1.31E-03,1.31E-03,1.31E-03,-1.69E-05,-6.55E-07
6396.25,1.19E-03,1.19E-03,1.19E-03,1.19E-03,-2.20E-05,-1.33E-06
6402.4073,1.04E-03,1.04E-03,1.04E-03,1.04E-03,-3.33E-05,-1.37E-06
6408.5618,7.85E-04,7.85E-04,7.85E-04,7.85E-04,-3.88E-05,6.06E-07
6414.5569,5.68E-04,5.68E-04,5.68E-04,5.68E-04,-2.59E-05,2.56E-06
6420.5885,4.73E-04,4.73E-04,4.73E-04,4.73E-04,-8.00E-06,7.68E-07
6426.8142,4.70E-04,4.70E-04,4.70E-04,4.70E-04,-1.65E-05,-1.27E-06
6433.0466,2.68E-04,2.68E-04,2.68E-04,2.68E-04,-2.38E-05,-2.02E-07
6439.1109,1.78E-04,1.78E-04,1.78E-04,1.78E-04,-1.90E-05,-2.29E-07
6445.2242,3.65E-05,3.65E-05,3.65E-05,3.65E-05,-2.66E-05,1.05E-07
6451.5321,-1.53E-04,-1.53E-04,-1.53E-04,-1.53E-04,-1.77E-05,-3.38E-07
6457.847,-1.87E-04,-1.87E-04,-1.87E-04,-1.87E-04,-3.08E-05,-8.64E-07
6463.9858,-5.37E-04,-5.37E-04,-5.37E-04,-5.37E-04,-2.84E-05,1.68E-06
6470.1409,-5.36E-04,-5.36E-04,-5.36E-04,-5.36E-04,-1.02E-05,1.59E-06
6476.4896,-6.64E-04,-6.64E-04,-6.64E-04,-6.64E-04,-8.59E-06,9.81E-07
6482.6838,-6.44E-04,-6.44E-04,-6.44E-04,-6.44E-04,2.15E-06,8.61E-08
6488.8609,-6.37E-04,-6.37E-04,-6.37E-04,-6.37E-04,-7.53E-06,-2.39E-07
6495.0549,-7.37E-04,-7.37E-04,-7.37E-04,-7.37E-04,-8.07E-07,4.36E-06
6499.8618,-6.46E-04,-6.46E-04,-6.46E-04,-6.46E-04,4.04E-05,-8.59E-07
6501.8837,-4.61E-04,-4.61E-04,-4.61E-04,-4.61E-04,-6.67E-06,-2.48E-05
6502.2464,-6.62E-04,-6.62E-04,-6.62E-04,-6.62E-04,-1.87E-05,-4.56E-04
6502.5949,-4.75E-04,-4.75E-04,-4.75E-04,-4.75E-04,-3.31E-04,-6.09E-04
6502.9149,-8.83E-04,-8.83E-04,-8.83E-04,-8.83E-04,-4.26E-04,2.65E-05
6503.2172,-7.40E-04,-7.40E-04,-7.40E-04,-7.40E-04,-3.14E-04,8.95E-04
6503.5303,-1.08E-03,-1.08E-03,-1.08E-03,-1.08E-03,1.25E-04,7.72E-04
6503.8682,-6.58E-04,-6.58E-04,-6.58E-04,-6.58E-04,1.88E-04,1.74E-04
6504.256,-9.40E-04,-9.40E-04,-9.40E-04,-9.40E-04,2.51E-04,2.99E-04
6504.6545,-4.61E-04,-4.61E-04,-4.61E-04,-4.61E-04,4.23E-04,-8.99E-04
6505.0496,-6.04E-04,-6.04E-04,-6.04E-04,-6.04E-04,-4.63E-04,-2.05E-04
6505.4375,-8.23E-04,-8.23E-04,-8.23E-04,-8.23E-04,2.63E-04,1.37E-03
6505.8006,-4.06E-04,-4.06E-04,-4.06E-04,-4.06E-04,5.66E-04,-3.85E-04
6506.1495,-4.20E-04,-4.20E-04,-4.20E-04,-4.20E-04,-1.13E-05,-2.04E-03
6506.4699,-4.14E-04,-4.14E-04,-4.14E-04,-4.14E-04,-8.02E-04,3.46E-04
6506.7761,-9.23E-04,-9.23E-04,-9.23E-04,-9.23E-04,2.06E-04,1.75E-03
6507.0895,-2.87E-04,-2.87E-04,-2.87E-04,-2.87E-04,2.84E-04,-3.48E-04
6507.4278,-7.38E-04,-7.38E-04,-7.38E-04,-7.38E-04,-2.09E-05,6.26E-04
6507.8161,-3.02E-04,-3.02E-04,-3.02E-04,-3.02E-04,7.39E-04,-6.93E-04
6508.2151,-1.56E-04,-1.56E-04,-1.56E-04,-1.56E-04,-5.66E-04,-1.26E-03
6508.6105,-7.52E-04,-7.52E-04,-7.52E-04,-7.52E-04,-2.66E-04,1.74E-03
6509.0025,-3.65E-04,-3.65E-04,-3.65E-04,-3.65E-04,8.01E-04,5.09E-04
6509.3696,-1.44E-04,-1.44E-04,-1.44E-04,-1.44E-04,1.20E-04,-5.76E-04
6509.7188,-2.79E-04,-2.79E-04,-2.79E-04,-2.79E-04,3.88E-04,-8.96E-04
6510.0396,1.16E-04,1.16E-04,1.16E-04,1.16E-04,-4.80E-04,-1.26E-03
6510.3462,-5.81E-04,-5.81E-04,-5.81E-04,-5.81E-04,-4.04E-04,1.65E-03
6510.6671,-1.37E-04,-1.37E-04,-1.37E-04,-1.37E-04,5.57E-04,5.23E-04
6511.0201,-2.05E-04,-2.05E-04,-2.05E-04,-2.05E-04,-5.20E-05,-1.65E-04
6511.4159,-1.76E-04,-1.76E-04,-1.76E-04,-1.76E-04,4.34E-04,4.97E-04
6511.8189,1.41E-04,1.41E-04,1.41E-04,1.41E-04,3.45E-04,-1.03E-03
6512.2149,9.96E-05,9.96E-05,9.96E-05,9.96E-05,-3.88E-04,-9.25E-04
6512.6073,-1.64E-04,-1.64E-04,-1.64E-04,-1.64E-04,-3.84E-04,1.12E-03
6512.9712,-1.91E-04,-1.91E-04,-1.91E-04,-1.91E-04,4.61E-04,-3.20E-04
6513.3209,1.64E-04,1.64E-04,1.64E-04,1.64E-04,-6.12E-04,-1.60E-03
6513.6385,-5.99E-04,-5.99E-04,-5.99E-04,-5.99E-04,-6.09E-04,3.37E-03
6513.9454,-2.16E-04,-2.16E-04,-2.16E-04,-2.16E-04,1.49E-03,1.87E-03
6514.2631,3.34E-04,3.34E-04,3.34E-04,3.34E-04,5.61E-04,-3.21E-03
6514.6129,1.59E-04,1.59E-04,1.59E-04,1.59E-04,-6.51E-04,-3.38E-04
6515.0092,-1.52E-04,-1.52E-04,-1.52E-04,-1.52E-04,3.08E-04,1.00E-03
6515.4056,4.03E-04,4.03E-04,4.03E-04,4.03E-04,1.42E-04,-8.64E-04
6515.8019,-3.95E-05,-3.95E-05,-3.95E-05,-3.95E-05,-3.76E-04,3.96E-04
6516.1912,1.07E-04,1.07E-04,1.07E-04,1.07E-04,4.53E-04,8.19E-04
6516.552,3.00E-04,3.00E-04,3.00E-04,3.00E-04,2.38E-04,-1.48E-03
6516.9021,2.76E-04,2.76E-04,2.76E-04,2.76E-04,-6.02E-04,-9.83E-04
6517.2165,-9.99E-05,-9.99E-05,-9.99E-05,-9.99E-05,-4.15E-04,2.27E-03
6517.5238,1.84E-05,1.84E-05,1.84E-05,1.84E-05,8.12E-04,1.69E-03
6517.8383,4.05E-04,4.05E-04,4.05E-04,4.05E-04,6.37E-04,-2.79E-04
6518.1849,4.39E-04,4.39E-04,4.39E-04,4.39E-04,6.27E-04,-3.75E-04
6518.5781,8.69E-04,8.69E-04,8.69E-04,8.69E-04,3.59E-04,-1.41E-03
6518.9785,7.24E-04,7.24E-04,7.24E-04,7.24E-04,-4.93E-04,-3.13E-04
6519.3753,4.76E-04,4.76E-04,4.76E-04,4.76E-04,1.09E-04,6.96E-04
6519.7615,8.09E-04,8.09E-04,8.09E-04,8.09E-04,5.20E-05,6.88E-05
6520.1262,5.15E-04,5.15E-04,5.15E-04,5.15E-04,1.61E-04,1.13E-04
6520.4767,9.24E-04,9.24E-04,9.24E-04,9.24E-04,1.33E-04,-8.20E-04
6520.7915,6.04E-04,6.04E-04,6.04E-04,6.04E-04,-3.85E-04,6.03E-04
6521.0991,6.85E-04,6.85E-04,6.85E-04,6.85E-04,5.08E-04,2.05E-03
6521.4175,9.22E-04,9.22E-04,9.22E-04,9.22E-04,8.99E-04,-3.46E-04
6521.761,1.28E-03,1.28E-03,1.28E-03,1.28E-03,2.80E-04,-1.31E-03
6522.1547,1.13E-03,1.13E-03,1.13E-03,1.13E-03,-6.53E-05,-7.15E-04
6522.5555,1.23E-03,1.23E-03,1.23E-03,1.23E-03,-2.88E-04,-4.63E-05
6522.9492,8.99E-04,8.99E-04,8.99E-04,8.99E-04,-1.02E-04,1.02E-03
6523.3394,1.15E-03,1.15E-03,1.15E-03,1.15E-03,5.07E-04,7.21E-04
6523.701,1.28E-03,1.28E-03,1.28E-03,1.28E-03,4.40E-04,1.03E-04
6524.0483,1.46E-03,1.46E-03,1.46E-03,1.46E-03,5.80E-04,-5.96E-04
6524.3635,1.66E-03,1.66E-03,1.66E-03,1.66E-03,4.45E-05,-3.39E-04
6524.6679,1.49E-03,1.49E-03,1.49E-03,1.49E-03,3.70E-04,1.43E-03
6524.9831,1.89E-03,1.89E-03,1.89E-03,1.89E-03,9.33E-04,-5.74E-04
6525.3269,2.10E-03,2.10E-03,2.10E-03,2.10E-03,-7.99E-06,-1.64E-03
6525.721,1.89E-03,1.89E-03,1.89E-03,1.89E-03,-2.77E-04,1.87E-04
6526.1187,1.88E-03,1.88E-03,1.88E-03,1.88E-03,1.40E-04,9.63E-04
6526.5165,2.00E-03,2.00E-03,2.00E-03,2.00E-03,4.89E-04,-3.80E-04
6526.9071,2.27E-03,2.27E-03,2.27E-03,2.27E-03,-1.60E-04,1.50E-04
6527.2691,1.88E-03,1.88E-03,1.88E-03,1.88E-03,6.02E-04,1.99E-03
6527.6204,2.70E-03,2.70E-03,2.70E-03,2.70E-03,1.26E-03,-6.87E-04
6527.9395,2.72E-03,2.72E-03,2.72E-03,2.72E-03,1.41E-04,-6.14E-04
6528.2443,2.79E-03,2.79E-03,2.79E-03,2.79E-03,8.74E-04,9.73E-04
6528.5598,3.26E-03,3.26E-03,3.26E-03,3.26E-03,7.45E-04,-8.01E-04
6528.9041,3.28E-03,3.28E-03,3.28E-03,3.28E-03,3.46E-04,-1.07E-03
6529.2986,3.52E-03,3.52E-03,3.52E-03,3.52E-03,-4.46E-05,5.08E-04
6529.7004,3.24E-03,3.24E-03,3.24E-03,3.24E-03,7.50E-04,2.89E-04
6530.0986,4.12E-03,4.12E-03,4.12E-03,4.12E-03,1.86E-04,-9.04E-04
6530.4897,3.39E-03,3.39E-03,3.39E-03,3.39E-03,3.68E-05,1.94E-03
6530.8557,4.15E-03,4.15E-03,4.15E-03,4.15E-03,1.66E-03,9.16E-04
6531.2074,4.58E-03,4.58E-03,4.58E-03,4.58E-03,6.94E-04,-1.68E-03
6531.5269,4.61E-03,4.61E-03,4.61E-03,4.61E-03,5.28E-04,-2.06E-04
6531.832,4.91E-03,4.91E-03,4.91E-03,4.91E-03,5.66E-04,1.93E-03
6532.1479,4.97E-03,4.97E-03,4.97E-03,4.97E-03,1.73E-03,2.32E-03
6532.4926,6.05E-03,6.05E-03,6.05E-03,6.05E-03,2.10E-03,-5.57E-04
6532.884,6.51E-03,6.51E-03,6.51E-03,6.51E-03,1.32E-03,-1.48E-03
6533.2862,7.10E-03,7.10E-03,7.10E-03,7.10E-03,9.25E-04,-5.24E-04
6533.6813,7.25E-03,7.25E-03,7.25E-03,7.25E-03,8.99E-04,8.80E-04
6534.0728,7.80E-03,7.80E-03,7.80E-03,7.80E-03,1.62E-03,1.95E-03
6534.4357,8.47E-03,8.47E-03,8.47E-03,8.47E-03,2.37E-03,2.74E-03
6534.7878,9.50E-03,9.50E-03,9.50E-03,9.50E-03,3.57E-03,2.56E-03
6535.1076,1.09E-02,1.09E-02,1.09E-02,1.09E-02,4.09E-03,4.53E-03
6535.4131,1.21E-02,1.21E-02,1.21E-02,1.21E-02,6.41E-03,8.93E-03
6535.7294,1.49E-02,1.49E-02,1.49E-02,1.49E-02,9.64E-03,9.02E-03
6536.0744,1.84E-02,1.84E-02,1.84E-02,1.84E-02,1.24E-02,1.00E-02
6536.4663,2.40E-02,2.40E-02,2.40E-02,2.40E-02,1.70E-02,1.22E-02
6536.869,3.19E-02,3.19E-02,3.19E-02,3.19E-02,2.20E-02,9.38E-03
6537.2681,4.16E-02,4.16E-02,4.16E-02,4.16E-02,2.45E-02,2.39E-03
6537.6601,5.14E-02,5.14E-02,5.14E-02,5.14E-02,2.39E-02,-8.38E-03
6538.027,5.98E-02,5.98E-02,5.98E-02,5.98E-02,1.82E-02,-1.78E-02
6538.3795,6.44E-02,6.44E-02,6.44E-02,6.44E-02,1.12E-02,-1.02E-02
6538.6997,6.73E-02,6.73E-02,6.73E-02,6.73E-02,1.13E-02,6.36E-03
6539.0055,7.15E-02,7.15E-02,7.15E-02,7.15E-02,1.51E-02,4.39E-03
6539.3221,7.67E-02,7.67E-02,7.67E-02,7.67E-02,1.41E-02,-1.36E-02
6539.664,8.08E-02,8.08E-02,8.08E-02,8.08E-02,6.20E-03,-2.31E-02
6540.0599,8.13E-02,8.13E-02,8.13E-02,8.13E-02,-2.96E-03,-1.68E-02
6540.4631,7.84E-02,7.84E-02,7.84E-02,7.84E-02,-7.21E-03,-5.92E-03
6540.8627,7.55E-02,7.55E-02,7.55E-02,7.55E-02,-7.71E-03,-1.97E-04
6541.2551,7.23E-02,7.23E-02,7.23E-02,7.23E-02,-7.37E-03,5.07E-03
6541.6224,6.99E-02,6.99E-02,6.99E-02,6.99E-02,-3.86E-03,1.15E-02
6541.9753,6.96E-02,6.96E-02,6.96E-02,6.96E-02,9.49E-04,1.07E-02
6542.2959,7.06E-02,7.06E-02,7.06E-02,7.06E-02,3.32E-03,8.44E-03
6542.6021,7.16E-02,7.16E-02,7.16E-02,7.16E-02,6.24E-03,1.18E-02
6542.9191,7.45E-02,7.45E-02,7.45E-02,7.45E-02,1.07E-02,1.05E-02
6543.2613,7.87E-02,7.87E-02,7.87E-02,7.87E-02,1.32E-02,9.02E-03
6543.6541,8.41E-02,8.41E-02,8.41E-02,8.41E-02,1.73E-02,1.30E-02
6544.0577,9.25E-02,9.25E-02,9.25E-02,9.25E-02,2.35E-02,1.57E-02
6544.4542,0.10294251,0.10294252,0.10294252,0.10294252,2.98E-02,1.95E-02
6544.8471,0.11602856,0.11602857,0.11602857,0.11602857,3.89E-02,2.74E-02
6545.2148,0.13252664,0.13252665,0.13252665,0.13252665,5.07E-02,3.33E-02
6545.5681,0.15255735,0.15255736,0.15255736,0.15255736,6.29E-02,4.00E-02
6545.889,0.17491962,0.17491963,0.17491963,0.17491963,7.77E-02,4.05E-02
6546.1956,0.20128362,0.20128364,0.20128364,0.20128364,8.83E-02,2.68E-02
6546.5129,0.23001493,0.23001495,0.23001495,0.23001495,9.43E-02,7.28E-03
6546.852,0.26321626,0.26321628,0.26321628,0.26321628,9.31E-02,-4.69E-03
6547.2452,0.2981782,0.29817822,0.29817822,0.29817822,9.09E-02,2.51E-03
6547.6457,0.33537349,0.33537351,0.33537351,0.33537351,9.51E-02,9.13E-03
6548.0462,0.3743382,0.37433823,0.37433823,0.37433823,9.82E-02,8.43E-03
6548.4395,0.41335738,0.41335741,0.41335741,0.41335741,0.10177678,1.07E-02
6548.8113,0.45220802,0.45220805,0.45220805,0.45220805,0.10638216,1.71E-02
6549.165,0.49053678,0.49053682,0.49053682,0.49053682,0.11420125,2.19E-02
6549.4863,0.52929786,0.5292979,0.5292979,0.5292979,0.12118284,1.01E-02
6549.7968,0.56709828,0.56709832,0.56709832,0.56709832,0.12058159,-1.04E-02
6550.1146,0.60505192,0.60505197,0.60505197,0.60505197,0.11462038,-2.67E-02
6550.4576,0.64283977,0.64283982,0.64283982,0.64283982,0.1029634,-2.53E-02
6550.8513,0.68090681,0.68090686,0.68090686,0.68090686,9.60E-02,-5.66E-03
6551.2558,0.71948189,0.71948195,0.71948195,0.71948195,9.84E-02,5.83E-03
6551.6532,0.75985458,0.75985463,0.75985463,0.75985463,0.10069415,7.62E-03
6552.0506,0.7995132,0.79951326,0.79951326,0.79951326,0.10450097,1.60E-02
6552.4192,0.83990117,0.83990124,0.83990124,0.83990124,0.11296875,2.34E-02
6552.7734,0.88115786,0.88115793,0.88115793,0.88115793,0.12141552,2.87E-02
6553.0986,0.92239464,0.92239471,0.92239471,0.92239471,0.13245333,2.60E-02
6553.4059,0.96493671,0.96493678,0.96493678,0.96493678,0.13785343,4.37E-03
6553.7204,1.0081031,1.0081032,1.0080993,1.0080993,0.13516953,-1.87E-02
6554.0638,1.0538718,2.8200989,1.0538884,2.8201154,0.12556964,-2.44E-02
6554.4543,1.1002653,2.6776476,1.100305,2.6776872,0.1172374,-1.49E-02
6554.8593,1.1471356,2.5379622,1.1471993,2.5380258,0.11368725,-1.13E-02
6555.2572,1.1915386,2.4085184,1.1916258,2.4086055,0.10817372,-1.28E-02
6555.655,1.2332111,2.286529,1.2333218,2.2866396,0.10349558,-1.24E-02
6556.024,1.2709068,2.1798792,1.2710392,2.1800115,9.87E-02,-1.76E-02
6556.3822,1.3049475,2.0821465,1.305101,2.0822999,9.07E-02,-2.44E-02
6556.7079,1.3329387,1.9981019,1.3331113,1.9982745,8.19E-02,-3.02E-02
6557.0191,1.3571297,1.9219509,1.3573206,1.9221418,7.15E-02,-4.30E-02
6557.3376,1.3779554,1.8481235,1.378165,1.8483331,5.49E-02,-5.35E-02
6557.6778,1.3932675,1.7737096,1.3934971,1.7739391,3.63E-02,-4.31E-02
6558.0688,1.4044784,1.693707,1.4047309,1.6939594,2.34E-02,-3.13E-02
6558.4742,1.411876,1.6167318,1.4121522,1.6170079,1.14E-02,-3.05E-02
6558.8761,1.4136432,1.5462327,1.413943,1.5465323,-1.23E-03,-2.68E-02
6559.2709,1.4108952,1.4823901,1.411218,1.4827128,-1.00E-02,-2.72E-02
6559.6439,1.405961,1.4267694,1.4063055,1.4271139,-2.21E-02,-3.67E-02
6560.0025,1.394706,1.377446,1.3950714,1.3778113,-3.68E-02,-4.12E-02
6560.3322,1.3806021,1.3355437,1.3809867,1.3359282,-5.05E-02,-3.88E-02
6560.6401,1.3625364,1.2992615,1.3629389,1.2996639,-6.16E-02,-2.51E-02
6560.959,1.3420188,1.264494,1.3424399,1.2649149,-6.62E-02,-6.08E-03
6561.2996,1.3188781,1.2303689,1.3193189,1.2308096,-6.56E-02,6.28E-03
6561.6946,1.293787,1.1945145,1.2942507,1.1949781,-6.16E-02,6.32E-03
6562.097,1.2697741,1.1618885,1.2702611,1.1623753,-6.05E-02,1.54E-03
6562.4993,1.2450832,1.132955,1.2455935,1.1334651,-6.03E-02,1.18E-03
6562.8945,1.2216441,1.1079128,1.2221772,1.1084458,-5.96E-02,4.96E-03
6563.268,1.1992839,1.0871195,1.1998385,1.0876741,-5.65E-02,7.05E-03
6563.6234,1.1804365,1.0697531,1.1810116,1.0703281,-5.44E-02,1.77E-03
6563.9498,1.1621639,1.0557421,1.1627577,1.0563359,-5.53E-02,1.00E-02
6564.2581,1.1453183,1.0440986,1.1459299,1.0447101,-4.81E-02,2.84E-02
6564.5773,1.1319974,1.0335576,1.1326273,1.0341875,-3.75E-02,2.94E-02
6564.9147,1.1206875,1.0239648,1.1213368,1.024614,-2.88E-02,2.32E-02
6565.3066,1.1110244,1.0146425,1.1116962,1.0153142,-2.06E-02,1.57E-02
6565.713,1.1042685,1.0068204,1.1049636,1.0075154,-1.62E-02,1.11E-02
6566.1122,1.0979507,1.000739,1.0986686,1.0014568,-1.16E-02,1.29E-02
6566.5115,1.094972,0.99601671,1.0957127,0.99675733,-5.96E-03,1.23E-02
6566.8817,1.0933647,0.99265511,1.0941265,0.99341686,-2.14E-03,1.01E-02
6567.2412,1.0934072,0.99015304,1.0941895,0.99093528,1.42E-03,1.35E-02
6567.5716,1.0943414,0.98837085,1.0951425,0.98917191,7.17E-03,1.79E-02
6567.8803,1.0979896,0.98703732,1.0988083,0.98785593,1.29E-02,1.14E-02
6568.1962,1.1023834,0.98589185,1.10322,0.98672842,1.43E-02,2.38E-03
6568.5376,1.1073704,0.98477566,1.1082264,0.98563162,1.44E-02,1.31E-03
6568.9263,1.1129241,0.98354879,1.1138022,0.98442679,1.52E-02,3.48E-03
6569.3332,1.1194859,0.98230294,1.120387,0.98320399,1.72E-02,4.12E-03
6569.7365,1.1268651,0.9811065,1.127789,0.98203036,1.86E-02,2.53E-04
6570.1362,1.1343988,0.97995804,1.1353454,0.98090449,1.74E-02,-9.59E-04
6570.5106,1.1403419,0.97891588,1.1413095,0.97988346,1.78E-02,-9.77E-04
6570.8704,1.1474882,0.97794417,1.1484761,0.97893203,1.67E-02,-7.23E-03
6571.2012,1.1518709,0.97707664,1.1528775,0.97808314,1.28E-02,-1.06E-02
6571.5103,1.1557026,0.97628832,1.1567265,0.9773122,9.93E-03,-1.45E-02
6571.8302,1.1581143,0.97549435,1.1591563,0.97653622,3.72E-03,-1.42E-02
6572.1684,1.1581498,0.97467959,1.1592107,0.97574044,5.95E-04,-4.93E-03
6572.5539,1.1585446,0.9737811,1.1596272,0.97486357,1.47E-04,-6.59E-03
6572.9613,1.1582665,0.97286629,1.1593719,0.97397158,-4.63E-03,-1.18E-02
6573.3614,1.1548049,0.97200195,1.1559327,0.97312964,-9.40E-03,-9.22E-03
6573.7616,1.1507422,0.97117105,1.1518923,0.9723211,-1.20E-02,-7.71E-03
6574.1327,1.1455429,0.97043011,1.1467137,0.97160087,-1.53E-02,-1.14E-02
6574.4966,1.1394602,0.96973096,1.1406513,0.97092201,-2.04E-02,-1.40E-02
6574.8242,1.1314564,0.96912457,1.1326658,0.97033385,-2.50E-02,-1.03E-02
6575.1336,1.1235286,0.96857151,1.1247552,0.96979801,-2.69E-02,-7.18E-03
6575.4502,1.1145842,0.96802503,1.1158284,0.96926913,-2.95E-02,-2.60E-03
6575.7888,1.1041944,0.96746254,1.1054574,0.96872544,-2.87E-02,2.83E-03
6576.1748,1.0938252,0.96684844,1.0951096,0.96813274,-2.75E-02,-1.39E-03
6576.5862,1.0822979,0.96622509,1.0836051,0.96753219,-2.98E-02,-5.30E-03
6576.9868,1.0696567,0.96564893,1.0709861,0.96697819,-3.18E-02,-1.89E-03
6577.3839,1.0569649,0.96510741,1.0583162,0.9664586,-3.13E-02,-2.17E-03
6577.7591,1.0455077,0.96462225,1.0468797,0.96599415,-3.34E-02,-7.25E-03
6578.1234,1.0322384,0.96417558,1.0336305,0.96556756,-3.66E-02,-4.43E-03
6578.455,1.0200144,0.96378972,1.0214247,0.96519996,-3.65E-02,-2.01E-03
6578.7647,1.0088183,0.96344682,1.0102456,0.9648741,-3.79E-02,5.23E-04
6579.0818,0.9962425,0.96311318,0.99768728,0.96455789,-3.62E-02,8.90E-03
6579.4171,0.98520784,0.96277923,0.98667102,0.96424234,-3.21E-02,1.13E-02
6579.8071,0.97294468,0.96241489,0.97442926,0.96389939,-2.80E-02,7.95E-03
6580.2154,0.96288083,0.96206087,0.96438776,0.96356773,-2.58E-02,1.56E-03
6580.6201,0.95198979,0.9617372,0.95351886,0.96326619,-2.67E-02,-7.74E-04
6581.0212,0.94136759,0.96144272,0.94291857,0.96299363,-2.64E-02,1.35E-03
6581.4005,0.93138884,0.961188,0.93296051,0.9627596,-2.56E-02,-1.98E-04
6581.7653,0.92228821,0.96096448,0.92387975,0.96255595,-2.65E-02,-1.68E-03
6582.0972,0.91289501,0.96077904,0.91450463,0.96238859,-2.68E-02,1.18E-03
6582.4073,0.90507069,0.96062109,0.90669717,0.9622475,-2.58E-02,4.67E-03
6582.7248,0.8967141,0.96047448,0.89835782,0.96211813,-2.39E-02,8.87E-03
6583.0605,0.88946913,0.9603358,0.89113107,0.96199767,-2.00E-02,9.92E-03
6583.4437,0.88234132,0.96019777,0.88402403,0.96188041,-1.68E-02,6.19E-03
6583.8524,0.87619708,0.96007395,0.87790192,0.96177872,-1.51E-02,3.27E-03
6584.254,0.87011386,0.95997544,0.87184041,0.96170192,-1.41E-02,3.33E-03
6584.6556,0.86486876,0.95989943,0.86661699,0.96164759,-1.24E-02,1.41E-03
6585.0353,0.86041637,0.95984788,0.86218508,0.96161652,-1.30E-02,1.76E-04
6585.3968,0.85523049,0.95981683,0.85701867,0.96160495,-1.23E-02,2.58E-03
6585.7292,0.85189501,0.95980354,0.85370107,0.96160954,-1.12E-02,2.05E-03
6586.0433,0.84798127,0.95980419,0.84980422,0.96162708,-1.10E-02,4.10E-03
6586.3611,0.84497368,0.95981771,0.8468137,0.96165766,-8.62E-03,6.64E-03
6586.6935,0.84237625,0.95984547,0.8442341,0.96170325,-6.64E-03,4.38E-03
6587.0771,0.84022089,0.95989451,0.84209928,0.96177284,-5.48E-03,3.41E-03
6587.4864,0.83802838,0.95996651,0.83992867,0.96186675,-3.93E-03,2.86E-03
6587.892,0.83701841,0.96005753,0.83894039,0.96197943,-3.15E-03,1.51E-03
6588.2941,0.83548076,0.9601666,0.83742419,0.96210996,-2.71E-03,3.32E-03
6588.6743,0.83489921,0.96028664,0.8368629,0.96225027,-5.54E-04,5.33E-03
6589.0399,0.83506753,0.96041723,0.83705069,0.96240032,1.26E-03,1.30E-03
6589.3762,0.83578528,0.96055025,0.83778633,0.96255123,3.62E-04,-1.88E-03
6589.6871,0.83530155,0.9606839,0.83731911,0.96270139,4.39E-05,7.19E-04
6590.0052,0.83581287,0.96083117,0.83784731,0.96286555,8.14E-04,6.12E-04
6590.3381,0.83583123,0.96099636,0.83788331,0.96304837,4.42E-04,9.11E-04
6590.7258,0.83613136,0.96120281,0.83820397,0.96327536,1.47E-03,7.35E-04
6591.1355,0.83700352,0.96143699,0.8390978,0.9635312,1.03E-03,-1.12E-03
6591.5417,0.83696988,0.9616849,0.8390856,0.96380056,5.53E-04,2.69E-03
6591.9442,0.83745038,0.96194572,0.83958734,0.96408261,3.20E-03,3.82E-03
6592.6823,0.84062295,0.96246164,0.84279876,0.96463738,4.91E-03,1.69E-03
6594.0279,0.84767506,0.96352019,0.84992146,0.96576652,6.71E-03,8.76E-04
6596.1249,0.86373856,0.96544138,0.86609435,0.9677971,7.92E-03,3.66E-04
6598.0476,0.87952072,0.96744915,0.88197612,0.96990449,8.18E-03,4.19E-04
6599.9673,0.89518621,0.96964202,0.89774045,0.97219619,9.53E-03,8.39E-04
6601.7083,0.91441294,0.9717553,0.91705626,0.97439856,1.13E-02,8.35E-04
6603.6317,0.93643413,0.97418566,0.93917526,0.97692672,1.26E-02,6.77E-04
6605.3688,0.96051077,0.97643021,0.96333969,0.97925905,1.37E-02,3.71E-04
6607.4634,0.98906462,0.97914971,0.99199869,0.98208371,1.40E-02,-1.83E-04
6609.2233,1.0145274,0.98140527,1.0175493,0.98442703,1.30E-02,-9.45E-04
6611.1413,1.0369953,0.9837892,1.0401122,0.98690601,1.05E-02,-1.42E-03
6613.1072,1.0554525,0.98610641,1.0586662,0.98931997,7.52E-03,-1.70E-03
6614.9993,1.0660169,0.98818658,1.0693231,0.99149264,3.97E-03,-1.86E-03
6616.784,1.0700659,0.99001471,1.0734587,0.99340744,6.79E-04,-1.51E-03
6618.8502,1.0686336,0.99197345,1.0721261,0.99546584,-1.84E-03,-1.22E-03
