e,norm,nbkg,flat,fbkg,nder,nsec
7195.9624,0.99678759,0.9962398,1.0006889,1.0001412,-3.62E-06,-3.74E-06
7200.9948,0.99658947,0.99664351,1.0002475,1.0003016,-2.05E-05,3.58E-06
7206.0362,0.99658103,0.99705115,0.99999108,1.0004612,3.25E-05,1.04E-05
7211.0757,0.99691667,0.99746175,1.0000746,1.0006197,8.40E-05,3.69E-06
7216.1582,0.99743115,0.99787888,1.0003304,1.0007781,6.98E-05,-7.56E-06
7221.0229,0.99761111,0.9982809,1.0002587,1.0009285,8.83E-06,-1.42E-06
7225.9032,0.99751715,0.99868682,0.99990832,1.001078,5.59E-05,7.78E-06
7231.0224,0.99817044,0.99911534,1.0002883,1.0012332,8.66E-05,1.36E-06
7236.1295,0.99840255,0.9995455,1.0002434,1.0013864,6.99E-05,-2.15E-06
7241.0485,0.99887096,0.99996223,1.0004408,1.0015321,6.50E-05,-2.24E-06
7246.1661,0.99905526,1.0003982,1.0003389,1.0016818,4.74E-05,6.78E-07
7251.3017,0.99935662,1.0008381,1.0003486,1.00183,7.20E-05,5.97E-06
7256.23,0.99977971,1.0012623,1.0004876,1.0019702,1.07E-04,4.06E-06
7261.1661,1.0004168,1.0016892,1.0008361,1.0021085,1.12E-04,2.30E-07
7266.3384,1.0009123,1.0021386,1.0010247,1.002251,1.10E-04,4.52E-07
7271.4986,1.0015514,1.0025888,1.0013532,1.0023907,1.17E-04,5.77E-06
7276.6886,1.0021203,1.0030436,1.0016052,1.0025285,1.70E-04,4.27E-06
7282.0784,1.003345,1.0035177,1.002496,1.0026687,1.62E-04,-5.92E-06
7287.4821,1.003868,1.0039948,1.0026794,1.0028062,1.06E-04,-5.34E-06
7292.925,1.0044909,1.004477,1.0029552,1.0029413,1.04E-04,-2.05E-07
7298.603,1.0050245,1.0049819,1.0031214,1.0030788,1.03E-04,6.43E-07
7304.2647,1.0056631,1.0054871,1.0033883,1.0032123,1.11E-04,-7.18E-07
7309.6951,1.0062589,1.0059732,1.0036225,1.0033368,9.54E-05,-3.34E-06
7315.1616,1.0067027,1.0064641,1.0036972,1.0034586,7.49E-05,1.43E-07
7320.8843,1.0070971,1.0069796,1.0036999,1.0035824,9.70E-05,3.75E-06
7326.5917,1.0078115,1.0074952,1.0040182,1.0037019,1.18E-04,1.26E-06
7332.2679,1.0084377,1.0080095,1.004245,1.0038168,1.11E-04,6.80E-09
7337.9929,1.0090811,1.0085296,1.0044801,1.0039286,1.18E-04,-4.01E-07
7343.5012,1.0097615,1.0090314,1.0047623,1.0040322,1.07E-04,-3.12E-06
7349.0077,1.010258,1.0095342,1.0048558,1.004132,8.35E-05,-3.41E-06
7354.7322,1.0106991,1.0100581,1.0048725,1.0042316,6.86E-05,-2.92E-06
7360.4636,1.0110438,1.0105839,1.0047868,1.0043269,5.00E-05,1.49E-06
7365.9978,1.0112623,1.0110927,1.0045844,1.0044148,8.54E-05,3.66E-06
7371.5495,1.0119902,1.0116041,1.0048849,1.0044989,9.06E-05,-9.76E-07
7377.3225,1.0122881,1.012137,1.0047329,1.0045818,7.43E-05,-9.44E-07
7383.0816,1.0128473,1.0126695,1.0048376,1.0046599,7.97E-05,-1.87E-06
7388.6404,1.0131901,1.0131844,1.0047366,1.0047309,5.32E-05,5.37E-08
7394.2241,1.0134396,1.0137024,1.0045349,1.0047978,8.03E-05,5.11E-06
7400.032,1.0141048,1.014242,1.0047253,1.0048626,1.11E-04,3.75E-06
7405.8344,1.0147332,1.0147819,1.0048737,1.0049224,1.24E-04,3.20E-07
7411.4218,1.0155155,1.0153024,1.0051885,1.0049754,1.15E-04,-7.73E-07
7417.2787,1.01605,1.0158486,1.0052272,1.0050259,1.15E-04,-6.73E-07
7423.125,1.0168616,1.0163944,1.0055382,1.0050711,1.07E-04,-2.12E-06
7428.7379,1.0172783,1.016919,1.0054688,1.0051096,9.07E-05,-2.21E-06
7434.5777,1.0179009,1.0174652,1.0055801,1.0051444,8.18E-05,-1.45E-06
7440.4682,1.0182383,1.0180165,1.005396,1.0051742,7.38E-05,1.56E-06
7446.145,1.0187543,1.0185481,1.0054038,1.0051977,9.99E-05,1.98E-06
7451.8052,1.0193704,1.0190785,1.0055078,1.0052159,9.62E-05,-1.60E-06
7457.7012,1.0198663,1.0196311,1.0054646,1.0052294,8.13E-05,-2.32E-06
7463.6239,1.0203318,1.0201864,1.0053826,1.0052373,6.88E-05,1.95E-06
7469.3446,1.0206673,1.0207228,1.0051838,1.0052393,1.04E-04,8.83E-07
7475.0664,1.0215227,1.0212594,1.0054991,1.0052358,7.89E-05,-4.81E-06
7481.0056,1.0215874,1.0218162,1.0049975,1.0052264,4.80E-05,1.56E-06
7486.9647,1.0220943,1.0223749,1.0049302,1.0052108,9.74E-05,3.13E-06
7492.7321,1.0227301,1.0229154,1.0050046,1.0051899,8.47E-05,-2.63E-06
7498.4725,1.0230692,1.0234531,1.0047794,1.0051633,6.72E-05,1.12E-07
7504.4447,1.0235172,1.0240123,1.0046344,1.0051295,8.60E-05,9.58E-07
7510.6361,1.0241156,1.0245916,1.0046116,1.0050877,7.89E-05,1.02E-06
7516.8852,1.0244981,1.0251759,1.0043608,1.0050385,9.87E-05,1.04E-06
7523.1461,1.02535,1.025761,1.0045714,1.0049825,9.18E-05,-5.50E-07
7529.6021,1.0256657,1.0263643,1.004219,1.0049176,9.17E-05,1.56E-06
7535.8928,1.0265185,1.0269522,1.0044141,1.0048478,1.12E-04,4.01E-06
7541.949,1.0270454,1.0275183,1.0043015,1.0047744,1.41E-04,4.00E-06
7548.4599,1.0282928,1.0281273,1.0048545,1.004689,1.62E-04,-2.28E-06
7554.7493,1.0291185,1.0287161,1.0050027,1.0046002,1.12E-04,-2.73E-06
7560.8413,1.0296795,1.029287,1.0049011,1.0045085,1.28E-04,-3.67E-08
7567.3974,1.0307397,1.0299022,1.0052412,1.0044037,1.12E-04,-3.08E-06
7573.9139,1.0311376,1.0305148,1.0049162,1.0042934,8.80E-05,-7.82E-07
7580.2516,1.0318705,1.0311116,1.0049392,1.0041803,1.01E-04,-3.69E-06
7586.5474,1.0324196,1.0317058,1.0047764,1.0040626,4.14E-05,-4.28E-06
7592.8156,1.0323902,1.0322988,1.0040316,1.0039402,4.77E-05,3.16E-06
7599.1414,1.0330204,1.0328988,1.0039331,1.0038115,8.11E-05,1.23E-06
7605.5267,1.0334217,1.0335062,1.0035921,1.0036766,6.33E-05,2.12E-07
7612.0761,1.033839,1.0341311,1.0032408,1.003533,8.39E-05,3.66E-06
7618.6684,1.0345242,1.0347624,1.0031452,1.0033834,1.11E-04,2.05E-06
7625.073,1.035287,1.0353779,1.0031423,1.0032333,1.10E-04,7.44E-07
7631.4436,1.0359356,1.0359926,1.0030226,1.0030796,1.21E-04,-1.83E-06
7637.8107,1.0368273,1.0366095,1.0031394,1.0029217,8.72E-05,-6.89E-06
7644.2574,1.0370527,1.0372369,1.0025734,1.0027576,3.27E-05,-1.38E-06
7650.9323,1.0372559,1.0378895,1.0019498,1.0025834,6.90E-05,7.23E-06
7657.574,1.0379721,1.0385421,1.0018358,1.0024059,1.29E-04,4.84E-06
7664.0662,1.0389492,1.0391834,1.0019943,1.0022285,1.33E-04,-2.20E-06
7670.5697,1.0396956,1.0398293,1.0019136,1.0020473,1.00E-04,-1.39E-06
7677.0403,1.0402515,1.0404755,1.0016394,1.0018635,1.15E-04,-5.51E-07
7683.5593,1.0411842,1.0411304,1.0017288,1.001675,9.32E-05,-1.48E-06
7690.1302,1.0414717,1.0417945,1.0011589,1.0014818,9.52E-05,3.28E-06
7696.6361,1.042429,1.0424562,1.0012603,1.0012875,1.36E-04,-1.05E-06
7703.1608,1.0432457,1.0431242,1.0012113,1.0010898,8.15E-05,-2.05E-06
7709.7664,1.0434994,1.043805,1.0005814,1.000887,1.09E-04,4.64E-06
7716.3424,1.0446846,1.0444875,1.0008796,1.0006826,1.43E-04,-1.18E-06
7723.1084,1.0454031,1.0451948,1.000678,1.0004698,9.34E-05,-2.14E-06
7729.7351,1.0459356,1.0458929,1.0003018,1.0002591,1.14E-04,2.44E-06
7736.0984,1.0468846,1.0465682,1.0003712,1.0000549,1.25E-04,-1.30E-06
7742.9595,1.0475895,1.047302,1.0001202,0.99983272,9.69E-05,-2.35E-06
7749.62,1.0481944,1.0480202,0.99978954,0.99961534,9.33E-05,1.69E-06
7756.0622,1.0488126,1.0487205,0.99949575,0.99940363,1.19E-04,2.33E-06
7763.0173,1.0497884,1.0494829,0.99947903,0.99917363,1.25E-04,-1.88E-06
7769.9846,1.0505469,1.0502535,0.99923521,0.9989418,9.27E-05,-1.14E-06
7776.7774,1.0510644,1.0510109,0.9987676,0.99871415,1.09E-04,4.25E-07
7783.7785,1.0520486,1.0517977,0.99872834,0.9984775,9.86E-05,-2.42E-06
7790.7782,1.0524449,1.0525902,0.99809318,0.99823855,7.49E-05,1.15E-06
7797.8657,1.0531042,1.0533984,0.99769972,0.99799387,1.15E-04,3.82E-06
7805.1328,1.0540934,1.0542325,0.99760065,0.9977398,1.30E-04,1.17E-06
7812.2133,1.0549662,1.0550504,0.99740458,0.99748878,1.32E-04,-5.92E-07
7819.0622,1.0559272,1.0558459,0.99732367,0.99724241,1.22E-04,-8.68E-07
7826.1086,1.056655,1.0566687,0.99697123,0.99698495,1.20E-04,-1.82E-06
7833.2456,1.0576233,1.057506,0.99683698,0.99671973,9.58E-05,9.88E-07
7840.1215,1.0579968,1.0583163,0.99614013,0.99645966,1.33E-04,3.65E-06
7847.2107,1.0594866,1.0591551,0.99651808,0.99618651,1.47E-04,-3.19E-06
7854.387,1.0600906,1.0600072,0.99598792,0.99590449,8.79E-05,-3.27E-06
7861.5664,1.0607486,1.0608624,0.99550257,0.99561644,9.99E-05,2.09E-06
7868.6843,1.0615183,1.0617128,0.99513023,0.99532469,1.18E-04,3.25E-06
7875.6552,1.0624073,1.0625475,0.99489244,0.99503267,1.46E-04,-5.20E-07
7882.8651,1.0635838,1.0634126,0.99489493,0.99472376,1.10E-04,-3.12E-06
7890.0527,1.0639962,1.0642763,0.99412829,0.99440849,1.01E-04,3.22E-06
7897.3333,1.0650402,1.0651523,0.99396921,0.99408135,1.57E-04,1.42E-06
7904.5755,1.0662753,1.0660244,0.99399867,0.99374777,1.21E-04,-5.04E-06
7911.8706,1.0668025,1.0669032,0.99330247,0.99340318,8.37E-05,-5.69E-07
7919.2006,1.0675,1.0677862,0.99276169,0.99304789,1.13E-04,1.24E-06
7926.461,1.0684499,1.0686603,0.99247625,0.99268668,1.02E-04,-3.76E-07
7933.7845,1.0689851,1.0695414,0.99175635,0.99231259,1.07E-04,2.71E-06
7940.866,1.0699975,1.0703922,0.99154646,0.99194121,1.41E-04,1.61E-06
7948.1507,1.0710098,1.071266,0.99129272,0.99154891,1.31E-04,-1.24E-06
7955.5159,1.0719099,1.0721475,0.99090369,0.99114133,1.23E-04,-3.67E-07
7962.6301,1.0727883,1.0729969,0.99052823,0.99073684,1.25E-04,1.54E-06
7969.9671,1.0737196,1.0738703,0.99015744,0.9903082,1.45E-04,6.32E-07
7977.3798,1.0749293,1.0747498,0.99004241,0.98986292,1.35E-04,-1.23E-06
7984.7999,1.0757153,1.0756266,0.98949314,0.98940453,1.27E-04,-3.44E-07
7992.1575,1.0768055,1.0764923,0.98925018,0.98893708,1.29E-04,6.64E-07
7999.5974,1.077631,1.0773635,0.98871837,0.98845096,1.37E-04,4.25E-07
8007.024,1.078839,1.0782286,0.98856225,0.98795184,1.36E-04,-8.61E-07
8014.4141,1.0796427,1.0790845,0.98799927,0.98744104,1.24E-04,-1.14E-06
8021.8993,1.0806841,1.079946,0.98764699,0.98690888,1.19E-04,8.99E-08
8029.3379,1.0814165,1.0807963,0.98698511,0.98636493,1.25E-04,8.67E-08
8036.7698,1.0825485,1.0816397,0.98671478,0.98580603,1.20E-04,-2.61E-06
8044.0115,1.0831795,1.0824553,0.98597036,0.98524623,8.71E-05,-4.56E-06
