#Operator Name: 
#Experimental Name: 
#SampleDescription: 
#Measurement No.: 25
#Excitation Wavelength: 532.08 nm
#Laser Current: 100 %
#Excitation Power: 7.10 mW
#Excitation Power Density: 1.19E+03 W/cm2
#ND Filter: 10.95 % (170/255)
#Spectrograph Center Wavelength: 710.00 cm-1
#Grating: 1200 gr/mm
#Slit width: 50 um
#Exposure Time: 20 s
#Averaging: 2
#Readout speed: 2MHz
#Gain: High
#Readout port: Low Noise
#CCD temperature: -70
#Optical Line Shaping mode: ON
#Objective Lens: TU Plan Fluor 20x/ NA 0.45
#Measurement Mode: XY Averaging (AreaFlash)
#X axis (wavenumber): Not Calibrated
#Wavenumber Shift compensation (cm-1): -0.721845776996474
#XY Stage Position: (4009.6,4026.4,98.0)
#--------------------------------------
#Correction: Wavelength data:0.7 cm-1
#--------------------------------------
#Correction: Wavelength data:0.3 cm-1
#--------------------------------------
#Correction: Wavelength data:0.025 cm-1
#--------------------------------------
#--------------------------------------
#Average: N_2/7/2024 7:38:55 PM Index:25, N_2/7/2024 7:38:13 PM Index:24, N_2/7/2024 7:37:31 PM Index:23, N_2/7/2024 7:36:49 PM Index:22, N_2/7/2024 7:36:07 PM Index:21, N_2/7/2024 7:35:23 PM Index:20, N_2/7/2024 7:34:00 PM Index:18, N_2/7/2024 7:33:18 PM Index:17, N_2/7/2024 7:32:36 PM Index:16, N_2/7/2024 7:31:52 PM Index:15, N_2/7/2024 7:31:10 PM Index:14, N_2/7/2024 7:30:28 PM Index:13, N_2/7/2024 7:29:46 PM Index:12, N_2/7/2024 7:27:39 PM Index:9, N_2/7/2024 7:26:57 PM Index:8, N_2/7/2024 7:26:15 PM Index:7
#Calculation: [After_ Na] - (1 * [Before_Na])
#--------------------------------------
#

wn(After_ Na-Before_Na)	After_ Na-Before_Na	wn(After_K-Before_Na)	After_K-Before_Na	wn(After_ Na-After_K)	After_ Na-After_K	wn(Before_Na-Before_K)	Before_Na-Before_K	
232.381146284199	-0.0162648365875984	232.241666178954	-0.0193116806680758	232.381146284199	0.00133256302772666	232.090460707062	-0.0016273543192738
233.307478733357	-0.0159723970372785	233.168012549304	-0.0193928214417292	233.307478733357	0.00130683752017785	233.016822169	-0.00197967910279986
234.233718730058	-0.0154727275251539	234.094266465108	-0.0192560273311345	234.233718730058	0.0013086260152336	233.943091174133	-0.00234077937367991
235.161824218889	-0.0143993709002812	235.022385900382	-0.0189334093681748	235.161824218889	0.00151232698334669	234.871225728373	-0.00284699883086884
236.087879156803	-0.0135567229192262	235.94845475323	-0.0187372956828127	236.087879156803	0.00174903179618355	235.797309666028	-0.00331283907023833
237.013841683798	-0.0129145179004858	236.874431193075	-0.0184927335585471	237.013841683798	0.00188575595224738	236.723301188424	-0.00357376965368028
237.941669157975	-0.0130087895947154	237.802272607427	-0.0184598846464812	237.941669157975	0.00197402170472485	237.651157714947	-0.00358096480443695
238.867446709326	-0.0133403712625308	238.728064067462	-0.018433671030082	238.867446709326	0.00198084195013631	238.57696425301	-0.00320611289536679
239.793131891278	-0.0138185044638493	239.653763156013	-0.0184155091224937	239.793131891278	0.001763158309941	239.502678417339	-0.00287598838083911
240.718724717652	-0.0141933490922421	240.579369886906	-0.0182962724985752	240.718724717652	0.00146058618290151	240.428300221749	-0.0026844750511229
241.646181765103	-0.0144743830292594	241.506840866186	-0.0183830599228292	241.646181765103	0.00112665427858	241.35578630415	-0.00274519599133352
242.571589726598	-0.0146786003350932	242.432262728034	-0.0186764182331578	242.571589726598	0.000997984856119349	242.281223235001	-0.00297780313191173
243.496905373999	-0.0148940383524029	243.357592273707	-0.0192459300019861	243.496905373999	0.00105814523938483	243.206567847421	-0.00329079911296185
244.422128721118	-0.0151385823973152	244.282829517022	-0.0200941255109273	244.422128721118	0.00127025192496608	244.131820155228	-0.0037127052813293
